card_id,product_id
101001,1
101002,1
101003,1
101004,1
101005,1
101006,1
101007,1
101008,1
101009,1
101010,1
101011,1
101012,1
101013,1
101014,1
101015,1
101016,1
101017,1
101018,1
101019,1
101020,1
101021,1
101022,1
101023,1
101024,1
101025,1
101026,1
101027,1
101028,1
101029,1
101030,1
101031,1
101032,1
101033,1
101034,1
101035,1
101036,1
101037,1
101038,1
101039,1
101040,1
101041,1
101042,1
101043,1
101044,1
101045,1
101046,1
101047,1
101048,1
101049,1
101050,1
101051,1
101052,1
101053,1
101054,1
101055,1
101056,1
101057,1
101058,1
101059,1
101060,1
101061,1
101062,1
101063,1
101064,1
101065,1
101066,1
101067,1
101068,1
101069,1
101070,1
101071,1
101072,1
101073,1
101074,1
101075,1
101076,1
101077,1
101078,1
101079,1
101080,1
101081,1
101082,1
101083,1
101084,1
101085,1
101086,1
101087,1
101088,1
101089,1
101090,1
101091,1
101092,1
101093,1
101094,1
101095,1
101096,1
101097,1
101098,1
101099,1
101100,1
101101,1
101102,1
101103,1
101104,1
101105,1
101106,1
101107,1
101108,1
101109,1
101110,1
101111,1
101112,1
101113,1
101114,1
101115,1
101116,1
101117,1
101118,1
101119,1
101120,1
101121,1
101122,1
101123,1
101124,1
101125,1
101126,1
101127,1
101128,1
101129,1
101130,1
101131,1
101132,1
101133,1
101134,1
101135,1
101136,1
101137,1
101138,1
101139,1
101140,1
101141,1
101142,1
101143,1
101144,1
101145,1
101146,1
101147,1
101148,1
101149,1
101150,1
101151,1
101152,1
101153,1
101154,1
101155,1
101156,1
101157,1
101158,1
101159,1
101160,1
101161,1
101162,1
101163,1
101164,1
101165,1
101166,1
101167,1
101168,1
101169,1
101170,1
101171,1
101172,1
101173,1
101174,1
101175,1
101176,1
101177,1
101178,1
101179,1
101180,1
101181,1
101182,1
101183,1
101184,1
101185,1
101186,1
101187,1
101188,1
101189,1
101190,1
101191,1
101192,1
101193,1
101194,1
101195,1
101196,1
101197,1
101198,1
101199,1
101200,1
101201,1
101202,1
101203,1
101204,1
101205,1
101206,1
101207,1
101208,1
101209,1
101210,1
101211,1
101212,1
101213,1
101214,1
101215,1
101216,1
101217,1
101218,1
101219,1
101220,1
101221,1
101222,1
101223,1
101224,1
101225,1
101226,1
101227,1
101228,1
101229,1
101230,1
101231,1
101232,1
101233,1
101234,1
101235,1
101236,1
101237,1
101238,1
101239,1
101240,1
101241,1
101242,1
101243,1
101244,1
101245,1
101246,1
101247,1
101248,1
101249,1
101250,1
101251,1
101252,1
101253,1
101254,1
101255,1
101256,1
101257,1
101258,1
101259,1
101260,1
101261,1
101262,1
101263,1
101264,1
101265,1
101266,1
101267,1
101268,1
101269,1
101270,1
101271,1
101272,1
101273,1
101274,1
101275,1
101276,1
101277,1
101278,1
101279,1
101280,1
101281,1
101282,1
101283,1
101284,1
101285,1
101286,1
101287,1
101288,1
101289,1
101290,1
101291,1
101292,1
101293,1
101294,1
101295,1
101296,1
101297,1
101298,1
101299,1
101300,1
101301,1
101302,1
101303,1
101304,1
101305,1
101306,1
101307,1
101308,1
101309,1
101310,1
101311,1
101312,1
103313,3
103314,3
103315,3
103316,3
103317,3
103318,3
103319,3
103320,3
103321,3
103322,3
103323,3
103324,3
103325,3
103326,3
103327,3
103328,3
103329,3
103330,3
103331,3
103332,3
103333,3
103334,3
103335,3
103336,3
101337,1
101338,1
101339,1
101340,1
101341,1
101342,1
104001,4
104002,4
104003,4
104004,4
104005,4
104006,4
104007,4
104008,4
104009,4
104010,4
104011,4
104012,4
104013,4
104014,4
104015,4
104016,4
104017,4
104018,4
104019,4
104020,4
104021,4
104022,4
104023,4
104024,4
105001,5
105002,5
105003,5
105004,5
105005,5
105006,5
105007,5
105008,5
105009,5
105010,5
105011,5
105012,5
105013,5
105014,5
105015,5
105016,5
105017,5
105018,5
105019,5
105020,5
105021,5
105022,5
105023,5
105024,5
106001,6
106002,6
106003,6
106004,6
106005,6
106006,6
106007,6
106008,6
106009,6
106010,6
106011,6
106012,6
106013,6
106014,6
106015,6
106016,6
106017,6
106018,6
106019,6
106020,6
106021,6
106022,6
106023,6
106024,6
106025,6
106026,6
106027,6
106028,6
106029,6
106030,6
106031,6
106032,6
106033,6
106034,6
106035,6
106036,6
106037,6
106038,6
106039,6
106040,6
106041,6
106042,6
106043,6
106044,6
106045,6
106046,6
106047,6
106048,6
106049,6
106050,6
106051,6
106052,6
106053,6
106054,6
106055,6
106056,6
106057,6
106058,6
106059,6
106060,6
106061,6
106062,6
106063,6
106064,6
106065,6
106066,6
106067,6
106068,6
106069,6
106070,6
106071,6
106072,6
106073,6
106074,6
106075,6
106076,6
106077,6
106078,6
106079,6
106080,6
106081,6
106082,6
106083,6
106084,6
106085,6
106086,6
106087,6
106088,6
106089,6
106090,6
106091,6
106092,6
106093,6
106094,6
106095,6
106096,6
106097,6
106098,6
106099,6
106100,6
106101,6
106102,6
106103,6
106104,6
106105,6
106106,6
106107,6
106108,6
106109,6
106110,6
106111,6
106112,6
106113,6
106114,6
106115,6
106116,6
106117,6
106118,6
106119,6
106120,6
106121,6
106122,6
106123,6
106124,6
106125,6
106126,6
106127,6
106128,6
106129,6
106130,6
106131,6
106132,6
107001,7
107002,7
107003,7
107004,7
107005,7
107006,7
107007,7
107008,7
107009,7
107010,7
107011,7
107012,7
107013,7
107014,7
107015,7
107016,7
107017,7
107018,7
107019,7
107020,7
107021,7
107022,7
107023,7
107024,7
108001,8
108002,8
108003,8
108004,8
108005,8
108006,8
108007,8
108008,8
108009,8
108010,8
108011,8
108012,8
108013,8
108014,8
108015,8
108016,8
108017,8
108018,8
108019,8
108020,8
108021,8
108022,8
108023,8
108024,8
108025,8
108026,8
108027,8
108028,8
108029,8
108030,8
108031,8
108032,8
108033,8
108034,8
108035,8
108036,8
108037,8
108038,8
108039,8
108040,8
108041,8
108042,8
108043,8
108044,8
108045,8
108046,8
108047,8
108048,8
108049,8
108050,8
108051,8
108052,8
108053,8
108054,8
108055,8
108056,8
108057,8
108058,8
108059,8
108060,8
108061,8
108062,8
108063,8
108064,8
108065,8
108066,8
108067,8
108068,8
108069,8
108070,8
108071,8
108072,8
108073,8
108074,8
108075,8
108076,8
108077,8
108078,8
108079,8
108080,8
108081,8
108082,8
108083,8
108084,8
108085,8
108086,8
108087,8
108088,8
108089,8
108090,8
108091,8
108092,8
108093,8
108094,8
108095,8
108096,8
108097,8
108098,8
108099,8
108100,8
108101,8
108102,8
108103,8
108104,8
108105,8
108106,8
108107,8
108108,8
108109,8
108110,8
108111,8
108112,8
108113,8
108114,8
108115,8
108116,8
108117,8
108118,8
108119,8
109001,9
109002,9
109003,9
109004,9
109005,9
109006,9
109007,9
109008,9
109009,9
109010,9
109011,9
109012,9
109013,9
109014,9
109015,9
109016,9
109017,9
109018,9
109019,9
109020,9
109021,9
109022,9
109023,9
109024,9
110001,10
110002,10
110003,10
110004,10
110005,10
110006,10
110007,10
110008,10
110009,10
110010,10
110011,10
110012,10
110013,10
110014,10
110015,10
110016,10
110017,10
110018,10
110019,10
110020,10
110021,10
110022,10
110023,10
110024,10
110025,10
110026,10
110027,10
110028,10
110029,10
110030,10
110031,10
110032,10
110033,10
110034,10
110035,10
110036,10
110037,10
110038,10
110039,10
110040,10
110041,10
110042,10
110043,10
110044,10
110045,10
110046,10
110047,10
110048,10
110049,10
110050,10
110051,10
110052,10
110053,10
110054,10
110055,10
110056,10
110057,10
110058,10
110059,10
110060,10
110061,10
110062,10
110063,10
110064,10
110065,10
110066,10
110067,10
110068,10
110069,10
110070,10
110071,10
110072,10
110073,10
110074,10
110075,10
110076,10
110077,10
110078,10
110079,10
110080,10
110081,10
110082,10
110083,10
110084,10
110085,10
110086,10
110087,10
110088,10
110089,10
110090,10
110091,10
110092,10
110093,10
110094,10
110095,10
110096,10
110097,10
110098,10
110099,10
110100,10
110101,10
110102,10
110103,10
110104,10
110105,10
110106,10
110107,10
110108,10
110109,10
110110,10
110111,10
110112,10
110113,10
110114,10
110115,10
111001,11
111002,11
111003,11
111004,11
111005,11
111006,11
111007,11
111008,11
111009,11
111010,11
111011,11
111012,11
111013,11
111014,11
111015,11
111016,11
111017,11
111018,11
111019,11
111020,11
111021,11
111022,11
111023,11
111024,11
111025,11
111026,11
111027,11
111028,11
111029,11
111030,11
111031,11
111032,11
111033,11
111034,11
111035,11
111036,11
111037,11
111038,11
111039,11
111040,11
111041,11
111042,11
111043,11
111044,11
111045,11
111046,11
111047,11
111048,11
111049,11
111050,11
111051,11
111052,11
111053,11
111054,11
111055,11
111056,11
111057,11
111058,11
111059,11
111060,11
111061,11
111062,11
111063,11
111064,11
111065,11
111066,11
111067,11
111068,11
111069,11
111070,11
111071,11
111072,11
111073,11
111074,11
111075,11
111076,11
111077,11
111078,11
111079,11
111080,11
111081,11
111082,11
111083,11
111084,11
111085,11
111086,11
111087,11
111088,11
111089,11
111090,11
111091,11
111092,11
111093,11
111094,11
111095,11
111096,11
111097,11
111098,11
111099,11
111100,11
111101,11
111102,11
111103,11
111104,11
111105,11
111106,11
111107,11
111108,11
111109,11
111110,11
111111,11
111112,11
111113,11
111114,11
111115,11
111116,11
111117,11
111118,11
111119,11
111120,11
112001,12
112002,12
112003,12
112004,12
112005,12
112006,12
112007,12
112008,12
112009,12
112010,12
112011,12
112012,12
112013,12
112014,12
112015,12
112016,12
112017,12
112018,12
112019,12
112020,12
112021,12
112022,12
112023,12
112024,12
112025,12
112026,12
112027,12
112028,12
112029,12
112030,12
112031,12
112032,12
112033,12
112034,12
112035,12
112036,12
112037,12
112038,12
112039,12
112040,12
112041,12
112042,12
112043,12
112044,12
112045,12
112046,12
112047,12
112048,12
112049,12
112050,12
112051,12
112052,12
112053,12
112054,12
112055,12
112056,12
112057,12
112058,12
112059,12
112060,12
112101,12
112102,12
112103,12
112104,12
112105,12
112106,12
112107,12
112108,12
112109,12
112110,12
112111,12
112112,12
112113,12
112114,12
112115,12
112116,12
112117,12
112118,12
112119,12
112120,12
112121,12
112122,12
112123,12
112124,12
112125,12
112126,12
112127,12
112128,12
112129,12
112130,12
112131,12
112132,12
112133,12
112134,12
112135,12
112136,12
112137,12
112138,12
112139,12
112140,12
112141,12
112142,12
112143,12
112144,12
112145,12
112146,12
112147,12
112148,12
112149,12
112150,12
112151,12
112152,12
112153,12
112154,12
112155,12
112156,12
112157,12
112158,12
112159,12
112160,12
112161,9011
113001,13
113002,13
113003,13
113004,13
113005,13
113006,13
113007,13
113008,13
113009,13
113010,13
113011,13
113012,13
113013,13
113014,13
113015,13
113016,13
113017,13
113018,13
113019,13
113020,13
113021,13
113022,13
113023,13
113024,13
114001,14
114002,14
114003,14
114004,14
114005,14
114006,14
114007,14
114008,14
114009,14
114010,14
114011,14
114012,14
114013,14
114014,14
114015,14
114016,14
114017,14
114018,14
114019,14
114020,14
114021,14
114022,14
114023,14
114024,14
115001,15
115002,15
115003,15
115004,15
115005,15
115006,15
115007,15
115008,15
115009,15
115010,15
115011,15
115012,15
115013,15
115014,15
115015,15
115016,15
115017,15
115018,15
115019,15
115020,15
115021,15
115022,15
115023,15
115024,15
115025,15
115026,15
115027,15
115028,15
115029,15
115030,15
115031,15
115032,15
115033,15
115034,15
115035,15
115036,15
115037,15
115038,15
115039,15
115040,15
115041,15
115042,15
115043,15
115044,15
115045,15
115046,15
115047,15
115048,15
115049,15
115050,15
115051,15
115052,15
115053,15
115054,15
115055,15
115056,15
115057,15
115058,15
115059,15
115060,15
115061,15
115062,15
115063,15
115064,15
115065,15
115066,15
115067,15
115068,15
115069,15
115070,15
115071,15
115072,15
115073,15
115074,15
115075,15
115076,15
115077,15
115078,15
115079,15
115080,15
115081,15
115082,15
115083,15
115084,15
115085,15
115086,15
115087,15
115088,15
115089,15
115090,15
115091,15
115092,15
115093,15
115094,15
115095,15
115096,15
115097,15
115098,15
115099,15
115100,15
115101,15
115102,15
115103,15
115104,15
115105,15
115106,15
115107,15
115108,15
115109,15
115110,15
115111,15
115112,15
115113,15
115114,15
115115,15
115116,15
115117,15
115118,15
115119,15
115120,15